#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
DME-5673001	RAF/MAP kinase cascade	9	133	0.68	0.00090	7227.FBpp0072746,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0289083,7227.FBpp0305141	R,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,CG5189,Rpn8
DME-72695	Formation of the ternary complex, and subsequently, the 43S complex	6	55	0.89	0.0010	7227.FBpp0071587,7227.FBpp0075612,7227.FBpp0079606,7227.FBpp0082465,7227.FBpp0085585,7227.FBpp0300615	CG10306,RpS12,RpS27A,RpS5b,RpS18,RpS3A
DME-195253	Degradation of beta-catenin by the destruction complex	7	80	0.79	0.0011	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5658442	Regulation of RAS by GAPs	6	56	0.88	0.0011	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5689603	UCH proteinases	7	81	0.78	0.0011	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-168249	Innate Immune System	20	574	0.39	0.0012	7227.FBpp0071296,7227.FBpp0072746,7227.FBpp0074402,7227.FBpp0078664,7227.FBpp0079139,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079606,7227.FBpp0080146,7227.FBpp0080490,7227.FBpp0081507,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0086468,7227.FBpp0086603,7227.FBpp0087764,7227.FBpp0289083,7227.FBpp0305141	Hex-A,R,CG6891,Rpn11,CG18585,CG9468,CG9466,CG9463,RpS27A,Arpc1,Prosbeta4,CG8132,Prosalpha2,Rpn9,Rab7,Vha36-1,Rpn6,CG8258,CG5189,Rpn8
DME-8951664	Neddylation	9	142	0.65	0.0013	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0300203,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Caf1,Rpn9,Rpn6,CG2118,Rpn8
DME-6798695	Neutrophil degranulation	16	408	0.44	0.0014	7227.FBpp0071296,7227.FBpp0072746,7227.FBpp0074402,7227.FBpp0078664,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0081507,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0086468,7227.FBpp0086603,7227.FBpp0087764,7227.FBpp0289083,7227.FBpp0305141	Hex-A,R,CG6891,Rpn11,CG9468,CG9466,CG9463,CG8132,Prosalpha2,Rpn9,Rab7,Vha36-1,Rpn6,CG8258,CG5189,Rpn8
DME-8853383	Lysosomal oligosaccharide catabolism	3	7	1.48	0.0014	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
DME-168256	Immune System	24	772	0.34	0.0015	7227.FBpp0071296,7227.FBpp0072746,7227.FBpp0074402,7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0079139,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079606,7227.FBpp0080146,7227.FBpp0080490,7227.FBpp0081507,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0086468,7227.FBpp0086603,7227.FBpp0087764,7227.FBpp0110481,7227.FBpp0289083,7227.FBpp0305141	Hex-A,R,CG6891,vih,Ubc6,Rpn11,CG11070,CG18585,CG9468,CG9466,CG9463,RpS27A,Arpc1,Prosbeta4,CG8132,Prosalpha2,Rpn9,Rab7,Vha36-1,Rpn6,CG8258,CG40045,CG5189,Rpn8
DME-71387	Metabolism of carbohydrates	9	148	0.63	0.0016	7227.FBpp0071296,7227.FBpp0072050,7227.FBpp0072455,7227.FBpp0074425,7227.FBpp0077537,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0086628	Hex-A,Tal,Gale,CG7322,Got2,CG9468,CG9466,CG9463,CG10131
DME-429914	Deadenylation-dependent mRNA decay	5	40	0.94	0.0017	7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0072168,7227.FBpp0079565,7227.FBpp0081725	CG9344,LSm1,cN-IIIB,me31B,Rrp46
DME-212436	Generic Transcription Pathway	14	343	0.46	0.0022	7227.FBpp0076555,7227.FBpp0078371,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0081780,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0091154,7227.FBpp0289083,7227.FBpp0305141	lark,Madm,Rpn11,RpS27A,Cdk1,Prosbeta4,Art1,Prosalpha2,Caf1,Rpn9,Rpn6,His4,CG5189,Rpn8
DME-6799198	Complex I biogenesis	5	43	0.91	0.0023	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0100182	ND-B18,ND-20,ND-B22,ND-23,mt:ND5
DME-72649	Translation initiation complex formation	6	67	0.8	0.0023	7227.FBpp0071587,7227.FBpp0075612,7227.FBpp0079606,7227.FBpp0082465,7227.FBpp0085585,7227.FBpp0300615	CG10306,RpS12,RpS27A,RpS5b,RpS18,RpS3A
DME-72702	Ribosomal scanning and start codon recognition	6	68	0.79	0.0024	7227.FBpp0071587,7227.FBpp0075612,7227.FBpp0079606,7227.FBpp0082465,7227.FBpp0085585,7227.FBpp0300615	CG10306,RpS12,RpS27A,RpS5b,RpS18,RpS3A
DME-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	4	25	1.05	0.0027	7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0079606,7227.FBpp0110481	vih,Ubc6,RpS27A,CG40045
DME-5389840	Mitochondrial translation elongation	6	71	0.77	0.0029	7227.FBpp0071993,7227.FBpp0077141,7227.FBpp0077885,7227.FBpp0081380,7227.FBpp0083962,7227.FBpp0088833	mRpL43,mRpL27,mRpL15,mRpS18A,mRpS24,mRpS11
DME-5419276	Mitochondrial translation termination	6	73	0.76	0.0033	7227.FBpp0071993,7227.FBpp0077141,7227.FBpp0077885,7227.FBpp0081380,7227.FBpp0083962,7227.FBpp0088833	mRpL43,mRpL27,mRpL15,mRpS18A,mRpS24,mRpS11
DME-5252538	Drosophila signaling pathways	9	168	0.58	0.0034	7227.FBpp0072306,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141,7227.FBpp0305543	zip,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8,Spn27A
DME-1280218	Adaptive Immune System	12	285	0.47	0.0038	7227.FBpp0072746,7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0110481,7227.FBpp0305141	R,vih,Ubc6,Rpn11,CG11070,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,CG40045,Rpn8
DME-430039	mRNA decay by 5' to 3' exoribonuclease	3	12	1.25	0.0041	7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0079565	CG9344,LSm1,me31B
DME-69166	Removal of the Flap Intermediate	3	12	1.25	0.0041	7227.FBpp0075277,7227.FBpp0080967,7227.FBpp0085619	POLD,RPA2,PCNA
DME-382556	ABC-family proteins mediated transport	7	108	0.66	0.0043	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-597592	Post-translational protein modification	20	651	0.33	0.0044	7227.FBpp0070355,7227.FBpp0072004,7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080405,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083673,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0084666,7227.FBpp0086603,7227.FBpp0091154,7227.FBpp0110481,7227.FBpp0300203,7227.FBpp0301731,7227.FBpp0305141	deltaCOP,l(2)not,vih,Ubc6,Rpn11,RpS27A,cni,Prosbeta4,Prosalpha2,Caf1,Dph5,Rpn9,Rab7,Gfat2,Rpn6,His4,CG40045,CG2118,lwr,Rpn8
DME-2262752	Cellular responses to stress	10	223	0.5	0.0060	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0091154,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Caf1,Rpn9,Rpn6,His4,Rpn8
DME-8953897	Cellular responses to external stimuli	11	265	0.47	0.0064	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0091154,7227.FBpp0289083,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Caf1,Rpn9,Rpn6,His4,CG5189,Rpn8
DME-110312	Translesion synthesis by REV1	3	15	1.15	0.0067	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-5655862	Translesion synthesis by POLK	3	15	1.15	0.0067	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-5656121	Translesion synthesis by POLI	3	16	1.12	0.0077	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-5689880	Ub-specific processing proteases	7	123	0.6	0.0081	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-73857	RNA Polymerase II Transcription	15	456	0.36	0.0090	7227.FBpp0076555,7227.FBpp0078371,7227.FBpp0078664,7227.FBpp0078996,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0081780,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0091154,7227.FBpp0289083,7227.FBpp0305141	lark,Madm,Rpn11,x16,RpS27A,Cdk1,Prosbeta4,Art1,Prosalpha2,Caf1,Rpn9,Rpn6,His4,CG5189,Rpn8
DME-110320	Translesion Synthesis by POLH	3	19	1.05	0.0115	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-174048	APC/C:Cdc20 mediated degradation of Cyclin B	3	21	1.0	0.0147	7227.FBpp0075690,7227.FBpp0079606,7227.FBpp0079641	vih,RpS27A,Cdk1
DME-5656169	Termination of translesion DNA synthesis	3	21	1.0	0.0147	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-71291	Metabolism of amino acids and derivatives	7	144	0.53	0.0178	7227.FBpp0073847,7227.FBpp0076270,7227.FBpp0077537,7227.FBpp0078893,7227.FBpp0085821,7227.FBpp0088926,7227.FBpp0300203	Ahcy13,Argk,Got2,CG9547,CG15093,Sam-S,CG2118
DME-110314	Recognition of DNA damage by PCNA-containing replication complex	3	23	0.96	0.0181	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-179409	APC-Cdc20 mediated degradation of Nek2A	3	23	0.96	0.0181	7227.FBpp0075690,7227.FBpp0079606,7227.FBpp0084831	vih,RpS27A,Bub3
DME-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	6	111	0.58	0.0193	7227.FBpp0075612,7227.FBpp0079606,7227.FBpp0081725,7227.FBpp0082465,7227.FBpp0085585,7227.FBpp0300615	RpS12,RpS27A,Rrp46,RpS5b,RpS18,RpS3A
DME-5661270	Formation of xylulose-5-phosphate	2	9	1.19	0.0302	7227.FBpp0074425,7227.FBpp0086628	CG7322,CG10131
DME-156581	Methylation	2	10	1.15	0.0357	7227.FBpp0073847,7227.FBpp0088926	Ahcy13,Sam-S
DME-3214858	RMTs methylate histone arginines	2	10	1.15	0.0357	7227.FBpp0081780,7227.FBpp0091154	Art1,His4
DME-5696400	Dual Incision in GG-NER	3	32	0.82	0.0383	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0085619	RpS27A,RPA2,PCNA
DME-15869	Metabolism of nucleotides	4	62	0.66	0.0409	7227.FBpp0072168,7227.FBpp0075629,7227.FBpp0078625,7227.FBpp0079746	cN-IIIB,AdenoK,DhpD,dUTPase
DME-196854	Metabolism of vitamins and cofactors	5	98	0.56	0.0440	7227.FBpp0071184,7227.FBpp0074800,7227.FBpp0076826,7227.FBpp0110210,7227.FBpp0300203	Sptr,CG10424,Ppat-Dpck,Dhfr,CG2118
DME-3247509	Chromatin modifying enzymes	3	34	0.79	0.0440	7227.FBpp0081780,7227.FBpp0082511,7227.FBpp0091154	Art1,Caf1,His4
DME-5689901	Metalloprotease DUBs	2	12	1.07	0.0461	7227.FBpp0078664,7227.FBpp0079606	Rpn11,RpS27A
DME-5696395	Formation of Incision Complex in GG-NER	3	36	0.77	0.0493	7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0301731	RpS27A,RPA2,lwr
